host,connection,upgrade-insecure-requests,user-agent,dnt,accept,accept-encoding,accept-language,cookie,getRemoteAddr,getRemoteHost,getRemotePort,getLocalAddr,getLocalName,getProtocol,getScheme,isSecure
localhost:8080,keep-alive,1,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1,"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8","gzip, deflate, br","en-US,en;q=0.9",JSESSIONID=1FE90984D745835ED4DC574D44A1EDCD ,0:0:0:0:0:0:0:1,0:0:0:0:0:0:0:1,62186,0:0:0:0:0:0:0:1,0:0:0:0:0:0:0:1,HTTP/1.1,http,FALSE
